@relation vectores_clustered

@attribute Instance_number numeric
@attribute caracteristica0 numeric
@attribute caracteristica1 numeric
@attribute caracteristica2 numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8}

@data
598,2965.903809,336.84375,0,cluster8
599,2995.404541,374.296875,0.280061,cluster4
600,1774.713013,1007.332031,0.529697,cluster3
601,2689.267334,618.625,0.012707,cluster8
602,2489.33374,595.921875,0.229818,cluster4
603,2419.771729,634.371094,0.378624,cluster4
604,1545.853271,1575.9375,0.476176,cluster3
605,1482.287109,1765.683594,0.398751,cluster2
606,1062.747192,2671.582031,0.233531,cluster2
607,740.852783,2982.042969,0.313361,cluster2
608,814.847656,2575.972656,0.547057,cluster7
609,958.144897,2479.671875,0.585649,cluster7
610,798.488281,2406.558594,0.318422,cluster2
611,6506.522461,685.742188,0.19554,cluster4
612,15268.245117,213.546875,0,cluster0
613,25725.115234,121.109375,0,cluster0
614,19201.722656,173.261719,0,cluster0
615,18276.179688,200.199219,0,cluster0
616,13374.927734,211.105469,0,cluster8
617,19357.111328,149.820313,0,cluster0
618,4319.134277,932.460938,0.307679,cluster4
619,1612.070557,1253.945313,0.029035,cluster6
620,1564.756958,1475.578125,0.090107,cluster6
621,1018.302673,1945.953125,0.202611,cluster6
622,945.845642,2018.964844,0.333833,cluster2
623,1161.901123,1961.871094,0.402958,cluster2
624,1277.478638,1651.539063,0.492495,cluster7
625,2686.023682,496.703125,0.252529,cluster4
626,1955.472412,891.1875,0.473142,cluster3
627,2139.12207,701.378906,0.268631,cluster4
628,2516.870361,459.980469,0.567716,cluster3
629,1465.759644,1452.179688,0.515418,cluster3
630,2103.015625,951.53125,0.527863,cluster3
631,1364.2854,1898.039063,0.241253,cluster6
632,1096.891968,2123.308594,0.456845,cluster7
633,843.77771,2476.757813,0.371058,cluster2
634,866.039551,2513.972656,0.477334,cluster7
635,780.024109,3411.554688,0.526401,cluster5
636,1023.723572,2298.316406,0.564964,cluster7
637,1189.519165,2342.285156,0.557297,cluster7
638,3819.380615,983.660156,0.615487,cluster3
639,19180.033203,192.078125,0,cluster0
640,22837.914063,151.371094,0,cluster0
641,17900.410156,180.820313,0,cluster0
642,18230.822266,189.089844,0,cluster0
643,9830.504883,444.121094,0,cluster8
644,11547.005859,216.957031,0,cluster8
645,17777.589844,147.855469,0,cluster0
646,18679.574219,147.492188,0,cluster0
647,2529.824707,1012.503906,0.124894,cluster6
648,1362.229736,1570.273438,0.165938,cluster6
649,884.44574,2302.445313,0.238277,cluster2
650,837.514771,2117.746094,0.205095,cluster2
651,1061.428711,1742.46875,0.36667,cluster2
652,1142.474854,1769.199219,0.194116,cluster6
653,1775.617188,1058.453125,0.573059,cluster3
654,1884.7948,943.371094,0.330661,cluster4
655,1661.628174,1095.273438,0.069944,cluster6
656,1999.806396,902.34375,0.245289,cluster4
657,1326.371216,1767.867188,0.330229,cluster2
658,1303.138062,1498.488281,0.258387,cluster4
659,1115.294312,2276,0.246106,cluster2
660,918.45282,2867.855469,0.321501,cluster2
661,687.876404,2835.273438,0.190903,cluster2
662,871.595032,2219.214844,0.391341,cluster2
663,777.243774,2790.09375,0.447042,cluster7
664,1445.554688,1883.015625,0.07135,cluster6
665,2242.852051,1254.609375,0.213029,cluster6
666,13266.28125,239.917969,0,cluster8
667,24769.470703,124.761719,0,cluster0
668,27139.087891,112.527344,0,cluster0
669,26069.125,119.613281,0,cluster0
670,21576.160156,145.832031,0,cluster0
671,11684.599609,354.867188,0,cluster8
672,7925.40332,302.144531,0,cluster8
673,22507.996094,118.882813,0,cluster0
674,7349.458496,590.875,0,cluster8
675,18133.460938,166.113281,0,cluster0
676,4228.077148,751.582031,0.275981,cluster4
677,1300.518555,1954.078125,0.068457,cluster6
678,890.462952,2302.097656,0.232672,cluster2
679,1099.403809,1876.242188,0.160863,cluster6
680,1201.042725,2022.503906,0.134173,cluster6
681,1202.916382,1688.714844,0.093075,cluster6
682,1240.549316,1814.15625,0.134769,cluster6
683,1898.717773,1078.105469,0.17595,cluster6
684,1766.267456,944.300781,0.402047,cluster4
685,1808.981323,1009.710938,0.477977,cluster3
686,917.55249,2413.566406,0.233246,cluster2
687,1097.141968,2148.539063,0.397602,cluster2
688,808.117615,2350.613281,0.442624,cluster7
689,1979.709839,1469.820313,0.090167,cluster6
690,1266.629639,2188.011719,0.121624,cluster6
691,2957.392334,1152.875,0.116509,cluster6
692,8792.249023,336.414063,0,cluster8
693,16216.839844,205.796875,0,cluster0
694,17209.119141,180.167969,0,cluster0
695,14889.035156,200.164063,0,cluster0
696,15753.109375,180.632813,0,cluster0
697,14504.518555,201.082031,0,cluster8
698,13635.027344,216.765625,0,cluster8
699,8709.651367,922.710938,0,cluster8
700,7814.116699,303.824219,0,cluster8
701,15196.201172,166.488281,0,cluster0
702,22153.298828,113.082031,0,cluster0
703,31214.632813,91.777344,0,cluster0
704,13293,192.847656,0,cluster8
705,4695.435547,1049.269531,0.190804,cluster4
706,1799.582764,1202.285156,0.25608,cluster4
707,1152.344604,1806.367188,0.171035,cluster6
708,1025.460083,1683.148438,0.259901,cluster6
709,1025.413208,1932.207031,0.076611,cluster6
710,890.793762,2132.472656,0.173935,cluster6
711,1053.266724,1972.628906,0.306687,cluster2
712,997.452881,1873.621094,0.159464,cluster6
713,881.319702,2265.679688,0.462515,cluster7
714,1053.881592,2893.648438,0.515848,cluster5
715,941.206055,2699.828125,0.36295,cluster2
716,1191.193726,1944.039063,0.509783,cluster7
717,926.130493,2585.429688,0.306416,cluster2
718,3000.35498,1357.148438,0.125991,cluster6
719,11431.642578,410.007813,0.601269,cluster3
720,23391.835938,131.78125,0,cluster0
721,25629.013672,122.933594,0,cluster0
722,17122.996094,186.171875,0,cluster0
723,16118.55957,185.746094,0,cluster0
724,20512.441406,143.832031,0,cluster0
725,29091.488281,104.273438,0,cluster0
726,18770.537109,168.003906,0,cluster0
727,20699.5,156.378906,0,cluster0
728,7392.949707,291.316406,0,cluster8
729,16585.826172,144.464844,0,cluster0
730,16381.541992,152.796875,0,cluster0
731,15679.921875,155.6875,0,cluster0
732,20032.591797,132.113281,0,cluster0
733,10698.296875,243.042969,0,cluster8
734,8851.12207,286.175781,0,cluster8
735,3522.432617,773.398438,0.430758,cluster4
736,2350.417969,1136.746094,0.302656,cluster4
737,1248.551514,1652.503906,0.072058,cluster6
738,1122.307617,1744.886719,0.191304,cluster6
739,1939.267822,1529.054688,0.149391,cluster6
740,1518.184204,1611.046875,0.393557,cluster4
741,1502.654541,1527.878906,0.366419,cluster4
742,7383.240234,381.753906,0.178856,cluster8
743,3388.742676,791.226563,0.231629,cluster4
744,5938.970703,503.527344,0.13727,cluster8
745,11097.378906,332.6875,0,cluster8
746,21661.785156,139.15625,0,cluster0
747,20401.884766,154.03125,0,cluster0
748,25795.353516,123.53125,0,cluster0
749,29475.761719,100.933594,0,cluster0
750,11119.146484,271.765625,0,cluster8
751,10242.393555,345.59375,0,cluster8
752,21664.242188,123.445313,0,cluster0
753,17837.587891,169.132813,0,cluster0
754,18351.158203,162.632813,0,cluster0
755,21403.824219,148.226563,0,cluster0
756,5230.869141,370.683594,0,cluster8
757,11011.087891,202.722656,0,cluster8
758,18725.634766,114.742188,0,cluster0
759,17522.183594,128.046875,0,cluster0
760,15807.803711,154.597656,0,cluster0
761,16226.800781,152.285156,0,cluster0
762,11438.830078,208.847656,0,cluster8
763,9986.105469,221.300781,0,cluster8
764,15833.02832,153.007813,0,cluster0
765,5832.11084,563.226563,0.331124,cluster4
766,5774.83252,514.035156,0.257607,cluster4
767,2060.996582,1335.265625,0.442812,cluster4
768,1784.341187,1286.390625,0.266166,cluster4
769,2186.510254,1413.242188,0.129781,cluster6
770,1631.892944,1225.828125,0.347856,cluster4
771,2232.560303,1285.277344,0.493039,cluster3
772,5077.901855,717.835938,0.276317,cluster4
773,11185.09668,260.316406,0,cluster8
774,24872.509766,109.445313,0,cluster0
775,16071.458008,167.425781,0,cluster0
776,19662.107422,138.851563,0,cluster0
777,23405.552734,119.164063,0,cluster0
778,17527.382813,149.914063,0,cluster0
779,18872.296875,134.304688,0,cluster0
780,18401.933594,141.8125,0,cluster0
781,32308.65625,91.636719,0,cluster0
782,26234.230469,114.765625,0,cluster0
783,9139.100586,389.335938,0,cluster8
784,6329.024902,262.054688,0,cluster8
785,5448.961426,329.359375,0,cluster8
786,18161.037109,113.429688,0,cluster0
787,23021.789063,85.9375,0,cluster0
788,16898.544922,124.363281,0,cluster0
789,17790.619141,117.65625,0,cluster0
790,17879.757813,129.886719,0,cluster0
791,5529.951172,534.535156,0,cluster8
792,2949.174316,812.886719,0,cluster8
793,2787.854248,701.699219,0.292641,cluster4
794,1860.777344,999.695313,0.12962,cluster6
795,2257.560791,917.34375,0.278506,cluster4
796,1891.468262,889.316406,0.144412,cluster6
797,2088.075684,1263.109375,0.231135,cluster4
798,1350.269531,1272.878906,0.193495,cluster6
799,2256.208496,966.402344,0.154442,cluster6
800,4567.992188,721.628906,0.165111,cluster4
801,12193.697266,259.699219,0,cluster8
802,26118.777344,101.484375,0,cluster0
803,17483.023438,146.550781,0,cluster0
804,14442.361328,166.289063,0,cluster8
805,18973.705078,129.011719,0,cluster0
806,24057.277344,107.109375,0,cluster0
807,20047.75,120.558594,0,cluster0
808,27802.128906,101.601563,0,cluster0
809,18258.052734,150.484375,0,cluster0
810,12721.707031,211.9375,0,cluster8
811,2534.254639,833.007813,0,cluster8
