@relation vectores

@attribute caracteristica0 NUMERIC
@attribute caracteristica1 NUMERIC
@attribute caracteristica2 NUMERIC

@data
21861.314453125,182.46875,0
11376.5625,339.38671875,0
20045.64453125,167.0625,0
3384.78173828125,1322.84375,0.374675428233495
837.263427734375,2620.97265625,0.651979289342912
900.008178710938,2102.625,0.359122188212006
879.507507324219,2243.94921875,0.44948419737187
1257.05578613281,2357.4921875,0.613916848412526
1226.93493652344,2358.5,0.365371780571124
1081.16223144531,2209.0625,0.71219978823176
1815.02355957031,1068.02734375,0.505964233377302
1430.27075195313,2079.2421875,0.716212630148262
2653.41577148438,597.18359375,0.770361816016812
2428.27197265625,543.71875,0.398973175411914
2123.1279296875,951.265625,0.552589459332764
1648.07592773438,1466.28515625,0.819845280827874
1518.564453125,1912.0859375,0.663065491095684
1435.3583984375,2624.27734375,0.698694737263537
1119.88671875,3950.33984375,0.748625512620086
1109.11584472656,3644.8359375,0.552275225613052
865.62109375,3499.671875,0.626575238700022
763.093627929688,3845.64453125,0.43046452319832
916.836975097656,2522.32421875,0.481614987594639
755.325927734375,2934.62890625,0.3324570923259
747.118774414063,3254.84375,0.450525638231265
14972.681640625,248.52734375,0
23902.05078125,140.28515625,0
24818.82421875,139.39453125,0
20291.599609375,181.75390625,0
13956.5087890625,232.36328125,0
19401.6015625,159.90234375,0
3676.49169921875,982.33984375,0.334030832221881
768.045715332031,2718.0234375,0.462499035068627
905.294738769531,2111.15234375,0.442608163049905
931.364868164063,1655.1171875,0.331072576949892
1335.68774414063,1802.34765625,0.391936233399247
1365.18078613281,2091.8125,0.38610495418116
1672.70849609375,1120.4765625,0.466953039185188
1362.20520019531,1561.73828125,0.283711524580207
2064.96557617188,843.1015625,0.69315810508767
1986.31481933594,930.30078125,0.692149703440473
2241.86254882813,637.75,0.619925744044447
2414.30834960938,613.64453125,0.529292507859449
2058.05395507813,867.60546875,0.595072205833753
1566.5439453125,2026.1796875,0.540664830661009
1379.3271484375,2492.03125,0.381687955082969
1193.44360351563,2806.12109375,0.552790817635749
1119.28173828125,3927.00390625,0.720744366850298
795.097473144531,3338.17578125,0.463380747510207
763.610290527344,3056.6640625,0.344214467402145
1002.14886474609,2980.96875,0.472328602027604
857.977478027344,4226.70703125,0.634376489344652
1905.35278320313,2267.02734375,0.441152186655666
17009.439453125,244.94140625,0
25948.0625,126.4375,0
17506.90625,189.20703125,0
21393.580078125,169.078125,0
16566.662109375,205.7578125,0
20286.216796875,149.0859375,0
1992.75158691406,1789.9765625,0.280954311875266
898.228393554688,1862.59765625,0.531482853687711
840.369750976563,1991.796875,0.341500560670784
1077.44873046875,2306.9453125,0.554852194422264
1462.56457519531,2130.67578125,0.705803770586003
1869.49206542969,1177.44921875,0.660485508158156
2159.43237304688,796.7734375,0.104141399628812
1998.08276367188,844.51953125,0.429161031931501
7291.08642578125,55.31640625,0
2888.97338867188,426.09375,0
2954.48754882813,344.546875,0
2532.91259765625,661.125,0.640655256420281
1956.06384277344,1154.8203125,0.37279545608815
1819.43334960938,1431.453125,0.597705315834422
1425.23278808594,2175.86328125,0.414919752337688
958.213684082031,3159.7109375,0.38744455313598
914.690307617188,4366.8828125,0.573959305901476
795.684265136719,3225.28515625,0.479620733814714
716.896057128906,3320.96875,0.444974375332136
810.450805664063,3905.3828125,0.709794525631272
987.063171386719,3089.31640625,0.480693155184721
2116.33984375,2058.55859375,0.34577301964305
29272.599609375,113.62890625,0
19481.001953125,172.12890625,0
15999.8642578125,198.87890625,0
20728.630859375,174.59765625,0
11776.2509765625,276.046875,0
18096.68359375,155.625,0
2255.65405273438,1543.21484375,0.245756069013203
1136.37622070313,1805.66015625,0.122981977826765
875.7548828125,1766.54296875,0.393883767641396
873.28076171875,2232.0546875,0.237010159056059
1444.640625,1961.703125,0.472071278087083
1355.14233398438,1888.95703125,0.247251707133595
1882.55383300781,1072.4609375,0.313801116685262
3391.93579101563,286.9375,0
2458.76391601563,625.140625,0
2709.31567382813,467.42578125,0
3511.79931640625,230.6640625,0
3364.240234375,271.59765625,0
3228.91821289063,347.0703125,0
2047.05334472656,766.0703125,0.365354224843302
1609.61791992188,2002.9375,0.585770335878931
1401.77294921875,2030.40234375,0.552134093063679
809.771423339844,3653.17578125,0.518389302517762
748.811645507813,3124.9375,0.456442710343648
830.11865234375,3182.25,0.597030438962682
883.455444335938,4185.19140625,0.494169195964196
938.630676269531,2907.1484375,0.452984408807945
5056.2333984375,1227.08984375,0.485062275197914
20942.59375,158.546875,0
18284.177734375,180.6328125,0
20703.232421875,154.55859375,0
19090.994140625,181.546875,0
13312.19921875,230.82421875,0
17734.2421875,178.29296875,0
2219.77661132813,1575.7890625,0.184508886078534
973.595703125,2003.41796875,0.228915705443369
1101.931640625,1620.015625,0.340931799470392
1286.84191894531,1721.8828125,0.344646553134994
1037.54797363281,1480.78515625,0.143892874892335
1443.30334472656,1239.05859375,0.44888424614538
2073.73022460938,904.9140625,0.422834967014439
6637.1474609375,68.6015625,0
2965.90380859375,336.84375,0
2995.40454101563,374.296875,0.280060723238474
1774.71301269531,1007.33203125,0.52969743175926
2689.26733398438,618.625,0.012707420483024
2489.33374023438,595.921875,0.22981845338733
2419.77172851563,634.37109375,0.378623700516338
1545.85327148438,1575.9375,0.476175839274513
1482.287109375,1765.68359375,0.398751302507175
1062.74719238281,2671.58203125,0.233530700499486
740.852783203125,2982.04296875,0.313361495033125
814.84765625,2575.97265625,0.54705664914293
958.144897460938,2479.671875,0.585648817255064
798.48828125,2406.55859375,0.31842224658047
6506.5224609375,685.7421875,0.195540220325103
15268.2451171875,213.546875,0
25725.115234375,121.109375,0
19201.72265625,173.26171875,0
18276.1796875,200.19921875,0
13374.927734375,211.10546875,0
19357.111328125,149.8203125,0
4319.13427734375,932.4609375,0.307679179805381
1612.07055664063,1253.9453125,0.029035160366786
1564.75695800781,1475.578125,0.0901069554873095
1018.30267333984,1945.953125,0.202610690052081
945.845642089844,2018.96484375,0.333832897522214
1161.90112304688,1961.87109375,0.402957643119246
1277.47863769531,1651.5390625,0.492495490613761
2686.02368164063,496.703125,0.252528820724695
1955.47241210938,891.1875,0.473141945640459
2139.1220703125,701.37890625,0.268630791862051
2516.87036132813,459.98046875,0.56771571584634
1465.75964355469,1452.1796875,0.5154183742888
2103.015625,951.53125,0.527863012495054
1364.28540039063,1898.0390625,0.241253062343997
1096.89196777344,2123.30859375,0.456845399174765
843.777709960938,2476.7578125,0.371058143321338
866.03955078125,2513.97265625,0.477333919595876
780.024108886719,3411.5546875,0.526401166390718
1023.72357177734,2298.31640625,0.564963639890868
1189.51916503906,2342.28515625,0.557296553167629
3819.38061523438,983.66015625,0.615487315964731
19180.033203125,192.078125,0
22837.9140625,151.37109375,0
17900.41015625,180.8203125,0
18230.822265625,189.08984375,0
9830.5048828125,444.12109375,0
11547.005859375,216.95703125,0
17777.58984375,147.85546875,0
18679.57421875,147.4921875,0
2529.82470703125,1012.50390625,0.124894148341835
1362.22973632813,1570.2734375,0.165937833625399
884.445739746094,2302.4453125,0.238276648881537
837.514770507813,2117.74609375,0.205095319734032
1061.4287109375,1742.46875,0.36667017212398
1142.47485351563,1769.19921875,0.194115762577487
1775.6171875,1058.453125,0.57305921904936
1884.79479980469,943.37109375,0.330660655657779
1661.62817382813,1095.2734375,0.0699444171710226
1999.80639648438,902.34375,0.245288755512356
1326.37121582031,1767.8671875,0.330229210481724
1303.13806152344,1498.48828125,0.258386660318657
1115.29431152344,2276,0.246106293701358
918.452819824219,2867.85546875,0.321501481625063
687.876403808594,2835.2734375,0.190902882653139
871.595031738281,2219.21484375,0.391341209028314
777.243774414063,2790.09375,0.447042474871131
1445.5546875,1883.015625,0.0713503686266115
2242.85205078125,1254.609375,0.213028731798694
13266.28125,239.91796875,0
24769.470703125,124.76171875,0
27139.087890625,112.52734375,0
26069.125,119.61328125,0
21576.16015625,145.83203125,0
11684.599609375,354.8671875,0
7925.4033203125,302.14453125,0
22507.99609375,118.8828125,0
7349.45849609375,590.875,0
18133.4609375,166.11328125,0
4228.0771484375,751.58203125,0.275981195174409
1300.5185546875,1954.078125,0.0684569109899694
890.462951660156,2302.09765625,0.23267156017686
1099.40380859375,1876.2421875,0.160862774395903
1201.04272460938,2022.50390625,0.134172859355838
1202.91638183594,1688.71484375,0.0930754305749302
